@RELATION CLASSES

@ATTRIBUTE atb1 NUMERIC
@ATTRIBUTE atb2 NUMERIC
@ATTRIBUTE atb3 NUMERIC
@ATTRIBUTE atb4 NUMERIC
@ATTRIBUTE atb5 NUMERIC
@ATTRIBUTE atb6 NUMERIC
@ATTRIBUTE atb7 NUMERIC
@ATTRIBUTE atb8 NUMERIC

@ATTRIBUTE class {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}

@DATA
0.767677,2.837442,0.815565,3.011898,0.120968,0.349948,0.377268,2.235850,class_6
1.169118,2.732938,0.725173,2.768720,0.230061,0.469125,0.373856,1.982630,class_6
2.935013,4.605932,3.159942,4.169196,4.353147,4.794859,2.976783,6.267619,class_6
1.052516,3.582336,1.196262,3.633153,0.112500,0.353332,0.129760,0.397563,class_6
1.015686,3.034725,1.007812,3.167734,0.304348,1.068717,0.366372,0.725223,class_6
2.472222,4.066969,1.396985,3.557241,3.751592,5.997511,1.871921,4.250376,class_6
1.376697,4.197818,1.182213,2.906606,0.061321,0.258833,0.826464,2.496035,class_6
0.716433,4.778118,0.801865,5.138673,0.275510,0.567497,0.091473,0.298843,class_6
0.218415,0.514712,0.220557,0.501139,0.202247,0.523166,0.165563,0.523819,class_7
0.798667,1.466333,0.856959,1.757577,0.905738,1.117726,0.840065,1.624314,class_7
0.418886,0.917324,0.482057,0.901043,0.587349,1.053489,0.375176,0.838263,class_7
0.089524,0.438161,0.083451,0.396370,0.006944,0.083043,0.014165,0.129184,class_7
0.027936,0.164790,0.013584,0.124457,0.134715,0.363471,0.008201,0.090185,class_7
0.508696,0.901245,0.577508,1.016989,0.577320,2.087444,0.537696,0.950220,class_7
0.333729,0.667557,0.290210,0.618986,0.333333,0.568535,0.276796,0.651132,class_7
0.472727,1.656129,0.668033,1.054739,0.496324,0.766956,0.335458,0.972847,class_7
0.437500,1.625024,0.636842,1.462590,0.778351,2.141236,0.782482,2.681809,class_7
0.078947,0.290992,0.209770,0.574907,0.112821,0.444441,0.113741,0.628766,class_7
0.389021,0.851209,0.446970,0.994792,0.730539,1.278271,0.543018,1.868731,class_7
0.091021,0.624691,0.030032,0.170677,0.133028,0.903126,0.033006,0.178653,class_7
0.215606,0.795730,0.151163,0.680585,0.296117,1.026203,0.147698,0.727331,class_7
0.025157,0.156603,0.021296,0.156673,0.062305,0.288696,0.005129,0.074628,class_7
0.203244,0.509180,0.167814,0.494615,0.135870,0.489028,0.211391,0.552007,class_7
0.033774,0.180647,0.052885,0.237693,0.041237,0.245266,0.025670,0.168624,class_7
0.190315,0.533597,0.086918,0.297193,0.395210,0.753897,0.345679,1.293059,class_7
0.032764,0.217623,0.037903,0.214812,0.021023,0.222871,0.019510,0.164721,class_7
0.211806,0.739306,0.150909,0.579144,0.464455,1.240095,0.089034,0.296009,class_7
0.545259,1.045361,1.073370,2.153119,0.475000,0.786209,0.733970,1.415720,class_7
0.434028,1.086661,0.496681,1.384167,0.357414,0.848625,0.320904,0.823979,class_7
0.324950,0.872127,0.140977,0.515596,0.157277,0.522863,0.227702,0.637733,class_7
0.178505,0.848807,0.028129,0.165342,0.011968,0.108742,0.032888,0.178343,class_7
0.237288,0.496344,0.378855,0.689501,0.155405,0.397846,0.247609,0.522915,class_7
0.825521,1.451750,0.552083,1.247871,0.855705,1.529130,0.338513,0.973428,class_7
0.007136,0.084170,0.009825,0.098635,0.018469,0.381541,0.008077,0.089507,class_7
0.166667,0.516660,0.179537,0.428932,0.225694,0.465213,0.230939,0.789946,class_7
0.085925,0.336023,0.090253,0.361723,0.025800,0.221066,0.036289,0.251024,class_7
0.178571,0.748401,0.154589,0.485141,0.481752,0.797827,0.105656,0.378927,class_7
0.277778,1.335117,0.468912,1.006619,0.048223,0.247237,0.157953,1.032138,class_7
0.350731,0.851227,0.352991,0.947879,0.135371,0.411640,0.331355,0.833282,class_7
0.021839,0.146158,0.053153,0.336736,0.007576,0.086709,0.017304,0.130400,class_7
0.392000,0.998166,0.252505,0.564807,0.857923,1.510086,0.228705,0.537045,class_7
0.041885,0.204635,0.010507,0.101965,0.053371,0.224772,0.056900,0.409221,class_7
0.649123,1.582428,0.546154,1.103223,0.596685,2.059284,0.577677,1.404448,class_7
0.238703,0.583832,0.234954,0.541458,0.340278,0.688831,0.290437,0.615188,class_7
0.291833,1.041706,0.544365,1.272688,0.195767,1.132158,0.413911,1.155400,class_7
0.168026,0.591806,0.087533,0.410768,1.023392,2.151983,0.088026,0.431771,class_7
0.190249,0.474131,0.210526,0.902955,1.309701,2.120700,0.205797,0.600455,class_7
0.080501,0.275335,0.071331,0.317074,0.254902,0.511686,0.039755,0.201547,class_7
0.217304,0.944678,0.148410,0.678459,0.115385,0.391603,0.164731,0.741230,class_7
0.310964,1.423770,0.180000,1.054902,0.587838,1.009610,0.222766,1.195389,class_7
0.078070,0.362801,0.284698,0.848327,0.194191,0.785250,0.096953,0.373177,class_7
0.356459,0.806504,0.305040,0.669376,0.815574,0.963899,0.439545,1.014252,class_7
0.354839,2.938860,0.097518,0.316890,0.057377,0.278234,0.068966,0.260648,class_7
0.491718,1.923870,0.335175,0.981409,1.098101,2.449463,0.109541,0.334179,class_7
0.325871,0.911932,0.498840,1.214519,0.392857,1.172278,0.345196,0.867598,class_7
0.025836,0.193200,0.119601,0.486339,0.040179,0.203815,0.069786,0.394107,class_7
0.032810,0.200731,0.033661,0.198847,0.041475,0.250591,0.028307,0.182436,class_7
0.056377,0.277900,0.017837,0.185045,0.003771,0.061290,0.003908,0.062388,class_7
0.192217,0.490077,0.168519,0.442352,0.301402,0.669982,0.141627,0.427566,class_7
0.335541,0.865066,0.300885,1.127963,0.845361,1.156249,0.213150,0.748386,class_7
0.271396,0.561122,0.305419,0.541682,0.464286,0.697725,0.250297,0.508746,class_7
0.057662,0.384115,0.108028,0.440853,0.102902,0.518743,0.019854,0.153751,class_7
0.780303,1.158942,0.787016,2.298651,0.746528,1.164427,0.892116,2.021183,class_7
0.124228,0.485117,0.147917,0.517401,0.410596,0.988487,0.131603,0.554125,class_7
0.012517,0.111179,0.050000,0.251992,0.314815,0.961614,0.011302,0.105709,class_7
0.498641,0.876938,0.348930,0.653998,0.510000,0.699929,0.432739,0.761150,class_7
0.043928,0.217177,0.015023,0.121646,0.196319,0.546701,0.022418,0.148038,class_7
0.033805,0.185026,0.035149,0.193465,0.088933,0.352848,0.029153,0.172217,class_7
0.003650,0.060302,0.003856,0.061977,0.002521,0.050146,0.002417,0.049108,class_7
0.192308,0.880204,0.154461,0.731708,1.015152,2.205313,0.061480,0.407724,class_7
0.191011,0.518780,0.076923,0.306729,0.329457,0.553341,0.118744,0.387022,class_7
0.025811,0.163156,0.060541,0.241455,0.027624,0.163894,0.025452,0.157494,class_7
0.023894,0.184235,0.011205,0.126196,0.014694,0.144335,0.003787,0.061420,class_7
0.149842,0.816592,0.166667,0.633294,0.065753,0.307094,0.131082,0.363008,class_7
0.201493,0.516949,0.364211,0.945896,0.138743,0.408184,0.233010,0.535342,class_7
0.630435,1.343829,0.522021,1.209111,0.846939,1.868202,0.423980,2.030538,class_7
0.515915,0.974686,0.399764,0.773591,1.117886,1.472763,0.396999,0.832060,class_7
0.355140,0.797805,0.374126,0.773170,0.981618,1.904820,0.308255,0.644942,class_7
0.227596,0.833666,0.273960,1.049408,0.225664,0.810580,0.250787,0.669420,class_7
0.326990,0.940440,0.098022,0.426543,0.505952,1.195214,0.197040,1.115458,class_7
0.604530,1.447832,0.494371,1.277040,1.861290,2.419701,0.470857,1.033168,class_7
0.864583,1.466606,0.463636,1.136800,1.038462,1.480145,0.453376,1.015012,class_7
0.567885,1.001285,0.648148,1.558221,0.980769,2.461163,0.679612,1.662923,class_7
0.151111,0.399234,0.191686,0.522231,0.225146,0.494602,0.166249,0.589462,class_7
0.734793,1.366164,0.707379,1.284423,0.470000,0.670149,0.868597,2.610262,class_7
0.103015,0.327839,0.081053,0.280524,0.119048,0.341731,0.098888,0.310685,class_7
0.029326,0.173008,0.084131,0.312367,0.040541,0.197223,0.078253,0.303558,class_7
0.071189,0.263574,0.095575,0.359052,0.097902,0.308724,0.039481,0.267308,class_7
0.616967,1.278584,0.560160,1.508573,1.019481,2.052780,0.727483,1.982512,class_7
0.105485,0.372373,0.077391,0.270446,0.044248,0.205645,0.074208,0.272270,class_7
0.142405,0.435473,0.155556,0.374496,0.096273,0.294966,0.163987,0.403508,class_7
0.531746,1.401170,0.535813,1.027560,0.870690,1.467249,0.393651,1.271404,class_7
0.434555,1.628067,0.156780,0.445311,0.005319,0.072738,0.104689,0.438036,class_7
0.373762,0.988250,0.337963,0.987723,0.637324,1.255473,0.278545,0.546648,class_7
0.334541,0.684836,0.465377,1.404938,0.462963,0.850119,0.258767,0.565668,class_7
0.314775,0.711978,0.139309,0.406520,0.149701,0.373184,0.331572,1.164068,class_7
0.051447,0.220908,0.047207,0.279685,0.175497,0.473464,0.044017,0.236049,class_7
1.043641,2.800844,1.135135,3.724453,0.844884,3.899611,0.448202,1.909205,class_7
1.343373,2.255152,1.189295,2.528571,3.104167,4.142461,0.667503,1.983270,class_7
0.290155,0.663968,0.279221,0.618930,0.392276,0.711820,0.207792,0.536098,class_7
0.431713,0.844352,0.560870,1.440332,0.840580,2.000892,0.494624,0.989325,class_7
1.085459,1.505633,1.777363,2.780786,1.199301,1.383772,1.179632,1.728449,class_7
0.854922,1.607041,0.817633,1.251792,1.889764,2.724136,0.813582,2.002629,class_7
0.933784,1.125716,0.934140,1.857046,0.733813,0.918049,0.920000,1.700823,class_7
0.426113,1.851689,0.388560,1.147378,0.631707,1.867167,0.426649,1.286514,class_7
0.530534,1.024985,0.363122,0.770231,0.085106,0.325933,0.344619,0.683882,class_7
0.641148,0.977219,0.672340,1.535079,0.588235,1.102756,0.694708,0.973397,class_7
1.008475,1.492897,0.806144,1.242573,0.788690,1.329605,0.767635,1.108850,class_7
3.191761,6.881620,3.000000,4.708303,2.298246,5.981594,2.841402,9.525989,class_8
3.808011,4.457955,3.622642,4.496830,4.430769,4.140677,2.738059,4.038618,class_8
4.475852,5.338485,4.795918,5.819870,5.977612,5.693629,4.355628,5.372650,class_8
4.253561,4.870819,4.043539,5.325850,3.392655,4.170931,3.686341,4.333808,class_8
1.681058,3.209483,1.705656,3.239695,0.544355,0.887894,0.593361,1.207657,class_8
4.675749,7.692208,4.376000,6.575912,4.977612,6.086401,3.408403,5.002144,class_8
3.352865,4.841145,3.386364,4.291063,4.507692,5.601162,3.001443,4.692415,class_8
2.059557,3.762410,2.234332,4.232303,1.024793,1.222805,0.990610,1.255937,class_8
5.652857,6.860721,5.714493,6.625899,8.348921,9.437632,3.758853,5.642305,class_8
1.697236,2.215760,1.687683,2.104484,1.494949,1.958528,2.217039,3.308903,class_8
1.313657,4.456840,1.395543,2.497817,0.542614,1.088891,1.157001,7.052598,class_8
3.381543,4.742010,3.066216,4.721108,1.343511,1.323718,1.961821,2.277067,class_8
4.889205,6.289123,4.810249,5.800110,6.449324,6.779650,3.380711,6.791721,class_8
3.901084,4.452060,3.644044,4.819386,5.248175,7.012274,3.739566,4.941625,class_8
1.033416,2.438881,0.962740,2.422810,0.255435,0.483390,1.104258,3.005525,class_8
0.897912,2.132778,0.765864,1.831494,0.158879,0.390292,0.968296,3.802808,class_8
2.614943,4.661965,2.347666,4.428605,0.870370,0.911781,1.330323,1.649022,class_8
1.803150,3.181820,1.826558,4.526016,1.875000,1.941942,1.183161,3.645537,class_8
4.222527,6.548210,4.337950,4.308971,5.699275,5.365631,3.870017,6.919599,class_8
2.478316,3.805144,2.611559,4.490243,1.346715,1.312575,1.553398,1.615714,class_8
5.144044,5.251964,4.972067,6.187418,3.153595,2.997701,4.740171,5.522062,class_8
1.303523,2.133108,1.503667,2.790240,0.812500,1.581464,1.273115,3.563199,class_8
2.190000,2.756740,2.476261,5.461780,2.994318,5.471514,3.302663,6.596860,class_8
1.307305,1.960253,1.753369,3.422981,0.446121,0.711138,1.807245,2.836256,class_8
1.587786,2.561817,1.775910,2.388742,0.778912,1.193277,2.412668,4.019692,class_8
2.875622,6.088032,1.578502,2.510821,0.911917,1.435130,1.290883,2.145413,class_8
2.614504,5.620323,2.800283,5.110512,0.968992,1.102766,1.379408,1.518545,class_8
2.829942,3.243756,2.422190,3.331212,2.442857,2.565628,2.289076,2.350855,class_8
4.119534,5.021557,4.120596,4.262121,3.803030,3.339251,3.911612,4.212816,class_8
2.551873,4.633799,2.813452,4.993851,1.140411,2.201527,1.320611,1.859439,class_8
2.808219,3.849773,2.694976,4.000481,2.733668,3.908427,1.709402,2.350704,class_8
3.249267,4.301610,3.260807,5.276476,2.369748,3.337753,2.161793,3.647630,class_8
4.198347,4.695030,3.901989,4.358612,4.870504,4.726832,4.654784,5.344507,class_8
0.869458,1.634813,1.149860,1.725961,0.277397,0.794956,1.743276,3.905999,class_8
3.107046,4.483717,2.843391,5.576780,1.940299,1.851829,1.780776,2.039038,class_8
2.529412,4.175279,2.045455,3.295284,1.697297,2.434048,1.900459,2.954097,class_8
2.596561,5.152432,2.748101,3.924424,2.640777,4.023847,1.731079,2.428392,class_8
2.227273,3.930439,2.196517,3.573491,1.192308,1.544699,1.608812,2.798622,class_8
1.928021,2.098466,2.020107,2.090672,1.590226,1.484677,1.634043,1.763935,class_8
2.736074,5.234359,2.310748,3.421575,1.112782,1.352548,1.389886,1.497043,class_8
2.083541,3.903992,1.612936,3.632937,0.635338,2.098718,1.088757,3.474053,class_8
3.797414,4.211444,3.300771,3.600132,2.384058,2.329155,3.233766,3.244738,class_8
3.010204,3.839515,3.257618,3.776675,2.584459,3.564032,2.507692,3.180124,class_8
2.935933,4.903676,3.228261,5.273196,1.313433,1.442520,1.949097,3.113460,class_8
2.479275,3.565935,2.425141,3.455740,1.183824,1.183230,1.596750,2.086360,class_8
2.182864,4.149515,2.441926,4.020154,1.089041,1.552379,1.147353,1.609975,class_8
1.881793,2.446358,1.839050,2.155671,1.669173,1.559457,1.539007,1.749236,class_8
2.816489,5.575244,2.703412,5.395265,0.907407,1.026835,1.526718,3.038502,class_8
2.328767,2.683051,2.175900,2.910641,2.309028,2.218527,2.021164,2.120591,class_8
2.791549,4.114069,2.589235,3.666107,1.769231,1.954109,1.904274,2.060885,class_8
2.800824,4.600245,2.787709,4.582840,1.244000,1.239542,1.633914,1.846071,class_8
4.659091,4.976693,4.230435,4.898441,5.802083,5.924208,4.048649,4.205892,class_8
2.204315,3.167912,2.235695,3.906995,1.113281,1.131431,1.222390,1.292542,class_8
2.420635,5.395255,2.225765,4.864889,0.544304,0.725616,0.838996,1.552361,class_8
3.600287,6.053662,3.002907,5.618697,3.445946,3.201106,1.979499,2.398184,class_8
4.728228,6.541828,4.876068,6.914230,1.825000,1.748392,3.116788,5.289754,class_8
3.382102,5.950102,3.126302,5.433397,1.596491,1.862461,1.321976,1.804852,class_8
3.291667,3.881838,3.279221,4.139290,1.618557,1.674203,2.605744,2.450272,class_8
1.555108,3.426208,1.942416,3.830803,0.550000,0.674272,1.418045,2.361911,class_8
2.996269,4.912289,2.532216,3.503164,4.515823,5.790357,2.473043,4.892111,class_8
2.596467,4.203252,2.947761,4.240384,1.196970,1.263949,1.755267,2.286613,class_8
5.074928,6.802706,4.475477,6.302443,2.079268,1.919047,2.858770,5.075566,class_8
2.998649,3.389770,3.286632,4.036320,2.615385,2.961422,2.405104,2.587266,class_8
3.958228,5.049580,4.215762,5.207698,4.598639,5.510238,3.477462,4.258243,class_8
3.909348,5.586583,3.418310,5.182685,2.476000,2.542720,2.430141,2.598799,class_8
2.259302,5.240404,1.648681,4.790086,0.295699,0.522281,0.592978,1.248980,class_8
2.814560,3.869429,2.600806,3.568161,2.133065,2.311096,1.867200,2.086903,class_8
4.083582,4.315768,4.350852,5.190181,5.186567,5.629968,4.555746,4.852885,class_8
3.913747,5.051551,4.081845,5.471313,2.096429,2.019898,3.303602,3.776169,class_8
3.435616,4.086643,4.292011,5.063521,3.492806,4.605082,3.133545,3.815036,class_8
3.708683,3.844929,4.250000,4.488387,4.618321,5.408444,3.543119,3.402438,class_8
1.013219,2.289128,0.970810,2.052075,2.216216,2.412077,0.838305,1.604715,class_8
3.707977,3.529916,3.326371,3.933920,4.104167,3.778997,3.633731,4.473707,class_8
2.824468,3.129907,2.530227,2.898313,2.514925,2.664681,2.127055,2.413899,class_8
3.545198,4.280351,3.164524,3.502651,2.528481,2.332180,2.617530,2.615169,class_8
3.610127,6.342535,3.403361,7.288554,0.779762,1.020187,2.273458,3.710758,class_8
5.139881,6.938168,4.385475,6.191724,2.075581,2.002930,3.179138,4.369770,class_8
3.572271,5.364853,2.781984,4.812488,0.561728,0.666123,1.468705,2.516634,class_8
3.210959,6.211954,3.435829,6.022897,0.500000,0.657872,1.439604,1.952104,class_8
2.468031,4.389406,2.349081,4.167608,1.500000,1.601439,1.109063,1.597452,class_8
4.334232,5.264578,4.534759,6.017365,1.982558,2.038792,3.790831,4.023474,class_8
3.055707,3.619602,3.062162,4.070185,4.067416,6.222102,1.982188,3.223986,class_8
2.873178,4.414059,2.939189,4.824524,1.480519,1.961383,1.598234,1.618654,class_8
3.869505,6.433792,3.094148,5.417321,1.941176,2.220206,1.860585,2.980634,class_8
1.589330,2.546118,1.421348,2.668795,1.004739,2.734712,0.711278,1.473865,class_8
1.366120,2.261546,1.477273,1.807816,1.096045,1.623220,1.163842,1.771689,class_8
3.405634,3.657363,3.611825,4.041681,2.803571,3.313499,3.416520,3.974498,class_8
1.587404,2.560466,1.664589,3.535847,0.734043,1.112554,1.656516,4.375930,class_8
3.258929,5.653295,3.385559,5.269558,1.242647,1.369287,1.876289,3.197847,class_8
4.118310,5.549529,3.501449,5.063724,2.153061,1.998394,3.106346,3.267231,class_8
3.101108,5.977522,2.502770,4.116465,0.942446,1.037219,2.189893,3.701010,class_8
4.144928,4.413337,3.984043,4.209887,3.952532,4.720105,3.558984,3.770608,class_8
2.822055,3.932821,2.759831,3.824068,1.483607,2.637167,1.673051,2.749670,class_8
2.986842,5.171515,2.535040,4.123202,1.210317,1.272189,1.643165,1.721429,class_8
2.189922,4.184857,1.904393,4.455193,0.625000,1.161447,1.311258,2.541103,class_8
4.662983,5.220784,4.400000,4.348499,6.573529,6.521043,3.951175,4.595713,class_8
1.854220,2.530980,1.551250,1.767731,1.263158,1.424581,1.623829,1.966689,class_8
2.679144,3.015334,2.621984,3.537505,2.381295,2.327180,1.993232,2.127085,class_8
2.732719,4.480114,3.929799,5.702958,6.143836,6.372017,2.285521,6.285361,class_8
3.278409,4.112659,2.463889,4.100993,2.375000,2.407277,2.217755,2.138305,class_8
1.101931,2.441442,0.857609,3.046442,0.580420,1.270497,0.785638,2.592166,class_9
1.896552,4.862975,2.033257,4.978167,0.080000,0.305941,1.439909,3.722414,class_9
0.994253,3.425367,1.152212,3.525861,1.298507,2.857381,0.770076,2.597134,class_9
2.240413,3.591167,1.850829,4.923712,0.695652,2.474826,2.689119,3.502785,class_9
1.425532,5.408798,1.350816,4.647907,0.053030,0.224094,0.190071,0.701094,class_9
1.751948,3.997665,1.286269,4.213495,0.051282,0.239164,1.533937,6.103060,class_9
2.008850,4.752495,1.905830,3.864013,0.216346,0.434478,0.687042,1.013287,class_9
0.667079,3.467573,0.558894,1.781689,0.209790,0.559135,0.168237,0.688270,class_9
0.226923,2.761418,0.566364,2.850862,0.052632,0.223297,0.207037,1.101926,class_9
1.197039,3.175740,1.205128,4.530995,0.036313,0.214866,1.239161,3.684802,class_9
0.150996,1.547878,0.091082,1.199985,0.039749,0.205799,0.061287,0.668614,class_9
0.341646,1.683271,0.317143,1.621108,0.059160,0.251583,0.065969,0.315140,class_9
1.954023,4.553912,1.647982,3.859568,0.075000,0.281736,1.046041,2.757828,class_9
1.683333,3.587749,2.124706,4.218556,0.127907,0.350963,1.596100,1.551740,class_9
1.396163,3.186800,1.974760,5.467174,0.179054,0.491516,2.255125,3.221308,class_9
1.264977,4.222097,1.022887,3.762234,0.304688,0.559835,1.672253,2.459473,class_9
0.793839,2.358339,0.599359,2.471366,0.052941,0.236687,1.127807,1.646969,class_9
0.316415,1.291395,0.407895,1.418651,0.032967,0.178550,0.476447,1.605566,class_9
1.758667,3.155380,1.543400,3.613369,0.080000,0.271293,3.776081,5.920658,class_9
1.021839,5.500949,1.493622,4.558012,0.043956,0.217987,0.022857,0.149448,class_9
0.947198,2.748121,1.066425,3.189912,0.221239,1.247897,0.173034,0.482681,class_9
0.690981,1.141802,1.196517,4.001391,0.994152,1.344241,0.531735,2.752749,class_9
0.565327,1.649426,1.811384,4.516725,0.190265,0.464770,0.518363,1.922946,class_9
1.805825,4.320157,1.376022,3.026274,1.093023,1.326193,1.162205,2.866668,class_9
1.098851,3.452718,1.459016,4.843701,0.117857,0.333331,1.044059,3.738364,class_9
1.202299,3.109569,1.044706,2.048902,2.624138,4.859414,1.127298,3.008367,class_9
0.757206,2.478696,0.691598,2.729276,0.185792,1.744128,0.957821,1.563527,class_9
0.942346,2.545150,1.381707,5.714714,0.156410,0.377097,0.811561,1.889516,class_9
0.819215,3.984132,0.810458,2.709022,0.043307,0.203547,0.531532,3.213044,class_9
0.780233,1.934228,0.992188,3.384073,0.055556,0.229061,0.664753,3.201268,class_9
1.711735,3.930657,1.295100,3.406531,0.400763,0.905707,1.197315,3.203604,class_9
0.360853,2.726328,0.245011,0.603806,0.081761,0.274000,0.491525,0.995226,class_9
0.950515,5.002023,1.833333,7.069580,1.329861,4.705074,2.147595,7.179511,class_9
0.838372,4.959667,0.320459,2.179478,0.271127,0.524482,0.188648,0.608349,class_9
1.045093,3.356072,0.567661,3.132767,0.057823,0.247553,0.614792,1.852703,class_9
0.767108,2.943144,0.698413,1.587857,0.114754,0.318725,0.789744,2.022581,class_9
0.812500,1.595893,0.927033,4.477556,0.237805,0.466732,1.392573,6.011902,class_9
1.829298,3.545097,2.120419,3.715843,4.965217,5.839045,0.926650,3.336030,class_9
1.135678,4.505907,1.132184,3.098906,0.387500,0.642140,1.563662,6.134627,class_9
1.223278,3.129058,1.023419,2.190444,5.093023,8.373724,0.547786,0.754583,class_9
1.510204,4.085427,2.433784,5.781583,0.668605,1.982643,4.465479,7.934267,class_9
1.548055,5.552380,1.546380,7.695940,1.583333,6.409086,1.041123,4.555609,class_9
0.410256,1.320948,0.636752,1.748166,0.056701,0.242158,1.262211,1.867910,class_9
1.171429,3.244481,0.495951,3.183806,0.042553,0.201848,0.833977,2.592828,class_9
0.303665,1.167598,1.506757,4.269963,0.030000,0.170587,0.149233,0.786064,class_9
2.220874,4.255180,1.923503,3.590719,0.045455,0.208299,2.510843,3.417073,class_9
0.424594,1.777860,0.632017,2.415674,0.190299,0.401930,0.129925,0.488580,class_9
1.628378,5.791747,1.722938,5.691085,0.212766,0.480964,1.364812,3.840130,class_9
0.763636,1.981911,1.007782,2.209798,0.187500,0.414216,0.330993,1.744104,class_9
1.067885,2.266935,1.682864,5.677315,0.271186,0.591766,2.792321,8.047447,class_9
1.074755,1.867695,1.092910,1.869501,0.646739,1.710006,0.756824,1.514339,class_9
2.088391,4.772541,1.481595,4.817759,0.114865,0.329284,1.846847,5.901026,class_9
0.412791,1.020977,0.290061,1.476332,0.173077,0.388347,0.688889,2.936393,class_9
0.502500,3.121297,0.504107,1.649306,0.196721,0.417631,0.119403,0.941854,class_9
2.269663,5.476742,1.544529,4.502889,0.071429,0.257539,1.342067,3.805805,class_9
1.727506,2.804750,1.735529,3.888018,0.151376,0.515826,3.839506,6.186119,class_9
0.547170,2.355271,0.556977,2.338805,0.069620,0.254506,0.933466,2.683678,class_9
0.628571,2.691553,1.287760,4.016147,0.073718,0.261311,1.198126,4.132134,class_9
1.810109,6.778764,1.030632,4.637880,0.133758,0.367390,1.563522,6.466317,class_9
1.748175,4.753136,1.049889,3.398962,0.136000,0.354265,2.038412,5.404845,class_9
1.685446,3.071469,2.060056,3.943458,0.869403,1.414780,2.110357,3.293206,class_9
1.070755,2.525753,0.980000,2.383191,0.108696,0.311257,0.785609,2.553596,class_9
1.690021,4.295789,1.615599,3.148131,0.146875,0.395667,1.252818,3.082679,class_9
1.301354,3.023336,1.353301,3.881952,0.272727,0.518704,0.993818,4.015806,class_9
2.246622,4.994027,2.857477,5.974108,0.080000,0.271293,3.215539,3.884764,class_9
0.715931,1.752409,0.904509,1.734012,0.020408,0.173769,0.713396,0.796473,class_9
1.155720,3.809292,1.426735,3.755086,0.206790,0.735235,0.678227,1.004099,class_9
0.293796,1.746581,0.368750,2.159015,0.047710,0.221924,0.185157,2.896479,class_9
0.260870,0.897966,0.646489,1.333483,0.046296,0.210126,0.386415,2.687238,class_9
1.737562,3.491928,1.230263,2.643936,0.101852,0.302453,2.991653,3.470110,class_9
1.857923,4.154664,0.970894,2.628246,0.523077,0.801109,1.597464,4.013005,class_9
1.390728,5.214778,0.741627,1.511594,0.823276,1.768686,0.983800,2.330189,class_9
1.600719,4.905099,1.888498,4.188965,0.139785,0.376498,2.649351,3.520501,class_9
0.616368,4.038325,2.395890,4.619878,0.292000,0.488606,0.875351,4.247324,class_9
1.257426,3.928264,1.173913,2.199296,0.242958,0.482934,1.575758,2.114811,class_9
1.325255,2.501035,2.106784,5.760278,0.178295,0.412021,1.251788,4.393988,class_9
0.752988,4.332397,1.564286,4.645049,0.055085,0.228146,0.810072,4.172353,class_9
2.219194,7.316349,1.974737,6.920708,0.129630,0.335896,2.277361,5.233053,class_9
1.491957,3.779167,1.246594,3.107600,0.094595,0.292654,1.366025,4.796836,class_9
1.382979,3.467157,1.157534,5.268861,0.168000,0.493737,1.730117,4.685289,class_9
1.026786,3.769919,0.984794,3.171421,0.061538,0.240315,2.186813,7.626975,class_9
0.915212,2.703151,0.638144,2.021021,0.184211,0.398809,0.355212,1.150212,class_9
1.376923,2.845866,1.993213,4.312714,0.076000,0.279686,1.094364,2.421292,class_9
2.821937,5.247539,2.932870,6.848738,4.561728,7.269878,2.007958,4.020826,class_9
0.454936,1.114240,0.584951,1.476373,0.190909,0.436837,0.384401,0.878326,class_9
3.407792,7.217399,2.897233,5.908836,0.062500,0.242061,5.965418,9.703617,class_9
0.866013,2.166420,1.308468,2.250360,0.077869,0.267965,1.683047,3.516236,class_9
2.817848,5.648621,2.230512,5.177182,0.781646,4.169636,2.728105,5.940604,class_9
0.374008,0.794324,0.841226,1.400308,0.147826,0.354928,0.629268,0.945226,class_9
1.517956,4.120888,1.489637,3.408485,0.119266,0.364094,1.182781,3.629675,class_9
1.787611,5.825310,0.971277,5.003640,0.955729,7.005252,0.541606,0.966644,class_9
1.869048,4.944137,2.549872,6.696714,0.195804,0.446568,1.620839,3.100502,class_9
0.562651,1.679157,1.507163,3.245995,0.261364,0.586999,0.682540,3.284203,class_9
1.108579,2.270632,0.549608,1.088520,0.641129,1.287440,1.001321,2.905604,class_9
1.181928,3.467496,0.379012,1.392503,0.305921,0.501804,1.193388,2.354659,class_9
2.149874,4.702907,0.791358,3.139501,0.218447,0.413192,1.182042,3.196142,class_9
0.764851,1.859323,2.335598,5.641474,0.322034,0.601993,1.928469,4.737822,class_9
1.169623,4.511755,0.266094,1.176490,0.687500,1.520011,0.560626,2.572782,class_9
3.071776,5.496600,2.418824,4.682998,0.550562,0.786276,3.104110,4.149944,class_9
1.829114,2.983060,2.523585,5.197687,0.672222,0.953535,1.187328,2.592244,class_9
4.809880,5.054620,4.221607,5.478558,5.984536,9.426589,5.007371,6.302953,class_10
1.664319,3.430051,1.605691,3.394611,0.607500,1.540599,1.117338,1.997870,class_10
1.143006,3.272809,1.063230,2.975073,0.037855,0.374864,0.442826,2.939932,class_10
1.606729,7.868973,1.358333,5.080060,5.327731,7.214725,1.113033,6.377126,class_10
