@RELATION CLASSES

@ATTRIBUTE atb1 NUMERIC
@ATTRIBUTE atb2 NUMERIC
@ATTRIBUTE atb3 NUMERIC
@ATTRIBUTE atb4 NUMERIC
@ATTRIBUTE atb5 NUMERIC
@ATTRIBUTE atb6 NUMERIC
@ATTRIBUTE atb7 NUMERIC
@ATTRIBUTE atb8 NUMERIC

@ATTRIBUTE class {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}

@DATA
1.596970,7.010396,1.543568,5.576437,0.088816,0.295815,1.491054,4.137236,class_3
1.184008,3.809259,0.704902,3.180852,2.134375,3.605214,0.345598,2.717082,class_3
5.137701,6.496072,5.338483,7.084505,8.977444,7.689917,3.645640,5.035186,class_3
1.369518,3.041106,0.901804,3.902671,0.133858,0.373580,0.772294,3.762553,class_3
1.060465,3.396451,2.658981,6.377978,1.099174,2.694975,1.569267,5.772222,class_3
1.921218,4.705965,1.567753,4.668620,0.057325,0.270457,0.298065,1.830969,class_3
0.832117,3.020375,1.747619,2.769841,0.064394,0.260429,0.904977,6.102075,class_3
2.595133,4.505383,3.328804,3.372368,0.093458,0.291073,4.335013,4.526008,class_3
2.650266,5.920464,1.992718,4.987601,0.056034,0.229988,1.764277,6.035966,class_3
3.125000,5.131459,1.723769,4.827510,0.076577,0.265918,2.758985,7.572696,class_3
2.020161,4.579744,1.378713,3.551271,0.147287,0.365165,1.797139,4.501460,class_3
4.251381,5.620386,3.116046,4.264466,3.912214,6.572259,3.297114,3.886113,class_3
1.755814,6.442295,0.586207,2.930426,0.078947,0.285459,0.619772,5.328443,class_3
2.203963,5.252961,1.863548,6.348005,0.062500,0.242061,1.103356,5.081489,class_3
1.323457,3.910299,1.401190,4.988773,0.063953,0.267379,0.594837,3.669686,class_3
0.752419,2.972589,0.086942,0.660261,1.303030,3.507437,0.602052,1.736363,class_3
1.359673,1.750456,1.703474,2.672377,1.470000,2.121108,1.930935,3.289549,class_3
0.875824,2.215075,0.540984,2.809029,0.363171,1.512463,0.652502,3.019940,class_3
0.464953,2.011924,0.816626,3.095563,0.101626,0.327961,0.091024,0.300539,class_3
0.384615,2.287838,0.648649,3.411424,0.125000,0.353553,0.081290,0.291556,class_3
1.732104,3.401676,0.919437,4.211773,3.346875,8.859757,1.183792,7.575348,class_4
0.910156,2.563973,0.932302,3.036092,0.160584,0.431152,1.626340,3.735273,class_4
1.651786,5.771581,1.994845,5.729736,1.600649,5.777217,1.675787,3.742784,class_4
1.397895,5.672055,1.944219,6.141992,0.432471,2.074346,0.680000,1.408377,class_4
0.647757,2.192862,0.706388,1.673183,0.634921,1.066095,0.963504,4.644137,class_4
2.725260,6.869413,1.627880,3.802559,2.170139,4.399599,2.368585,7.359429,class_4
2.115207,5.334705,1.312063,3.662749,1.385965,5.572240,1.018803,3.815576,class_4
3.128463,5.224301,3.559796,7.771522,7.975000,8.638127,2.680973,6.078864,class_4
1.485751,3.400100,2.299486,5.983828,3.395833,4.136925,1.876190,5.340098,class_4
0.703512,4.272716,0.762181,4.304836,0.485222,2.084077,1.005229,2.657331,class_4
1.557471,4.218545,1.360902,3.433774,1.016949,2.435553,1.828667,6.996303,class_4
0.957071,4.049339,1.085459,3.806425,0.603175,2.692079,0.934337,5.866836,class_4
1.608108,6.556500,2.480570,7.302202,0.256477,0.551984,1.618574,3.001457,class_4
1.622951,4.930104,1.997549,6.801636,0.147783,0.400532,1.773793,6.655348,class_4
1.147643,4.178022,1.109572,4.253235,0.342308,0.596576,1.554074,4.047272,class_4
2.784615,6.733557,1.957393,5.548211,5.248780,10.007147,1.490284,7.192546,class_4
1.014574,2.700442,0.957471,3.241865,0.103448,0.375530,1.161783,4.665424,class_4
1.158793,1.988743,2.246528,6.253193,1.589212,3.832776,1.250370,2.916794,class_4
2.205160,4.599532,1.639618,5.079695,3.901361,8.168743,1.962723,5.258033,class_4
2.530928,5.838159,2.034286,4.463371,3.111111,11.522656,1.789392,5.470752,class_4
1.642251,4.430214,1.701299,6.450910,3.823529,12.080366,1.154211,3.146851,class_4
1.216336,3.137327,1.107407,2.835327,0.157233,0.397074,0.803871,2.221359,class_4
1.571795,2.973597,1.484416,3.013888,2.877778,3.260292,1.482759,2.667811,class_4
2.096107,6.196048,1.618020,3.429127,1.704167,3.629736,2.433628,7.677892,class_4
1.096244,3.170823,1.443311,6.647734,0.510204,1.165650,1.468339,5.147341,class_4
2.098191,7.870441,1.380247,3.544581,3.005917,9.153198,2.208696,6.900152,class_4
1.945388,4.644987,1.653684,4.891998,1.289256,2.857318,2.011016,5.247474,class_4
2.439948,7.243322,1.076159,4.285319,4.028662,6.529878,0.346392,2.329464,class_4
2.821429,5.873127,1.530067,5.240719,3.772093,8.876631,3.222880,6.614164,class_4
1.680664,3.476565,1.073499,2.042960,3.793548,4.452179,1.370774,2.856422,class_4
0.977273,2.523166,1.767760,4.045256,0.239726,1.035697,1.276923,7.850617,class_4
1.457447,7.044771,3.643735,9.563102,0.117857,0.364058,2.085382,4.515657,class_4
0.736547,4.986651,1.477376,5.918426,0.424699,1.708516,0.620155,3.161936,class_4
1.062136,4.886282,2.223776,6.046155,0.113889,0.429245,2.435461,4.610705,class_4
1.000000,3.020005,0.911881,3.051239,0.088710,0.328210,1.345064,5.055623,class_4
1.302254,4.070565,1.447304,4.049591,0.227041,0.907443,1.388788,2.995902,class_4
2.395442,4.442113,2.081864,6.089558,0.528226,1.177412,2.675963,4.941750,class_4
1.931604,5.281915,0.895073,4.213176,0.072864,0.259914,1.281283,5.260591,class_4
1.597345,3.836168,1.436255,6.284183,0.304217,1.234877,2.569665,6.655679,class_4
1.902314,5.963748,1.319249,3.841820,3.034884,5.756084,1.340330,3.887809,class_4
1.257336,3.368847,1.284461,3.516596,1.357143,4.550361,1.941176,6.165088,class_4
1.645669,3.909463,1.222356,5.821448,2.864662,8.848586,1.194125,3.316527,class_4
1.827411,6.066314,1.744630,5.188264,2.235714,6.561733,1.403965,7.289237,class_4
3.269022,6.895250,2.403981,7.565454,0.669291,1.129805,2.678621,8.988431,class_4
0.593103,1.595957,0.902041,2.099707,0.084906,0.289803,1.022699,4.106648,class_4
1.177386,3.037229,1.206081,3.583509,0.977387,6.258019,1.864865,7.308111,class_4
1.372093,5.247965,1.265476,2.620841,0.381250,3.264830,1.598967,3.266046,class_4
1.849398,5.739965,1.323636,7.528176,0.059113,0.235837,2.090762,6.454041,class_4
2.020548,5.728806,3.429487,8.299144,1.914716,7.128380,2.517510,6.030243,class_4
2.856546,6.902043,2.123342,5.461892,4.140288,9.675588,2.435055,5.918732,class_4
1.355844,4.545941,2.369136,3.807502,0.595420,2.016264,1.183777,4.442329,class_4
1.576651,5.143119,1.950111,7.557375,2.672222,10.469443,1.804162,5.963030,class_4
1.488608,3.724601,0.913884,3.534112,0.138298,0.355336,1.035755,3.011683,class_4
1.761139,3.679099,2.133735,4.260233,1.664414,4.798413,2.402685,5.799004,class_4
1.551913,3.824180,1.916244,5.354972,0.073643,0.275630,1.564331,7.000728,class_4
1.811594,4.604478,1.927461,4.121210,4.568452,6.892980,1.636608,5.504908,class_4
0.974606,3.465651,0.818271,2.894575,0.078571,0.366473,1.451883,4.826067,class_4
1.507194,5.234370,1.299769,3.393785,0.276235,2.832667,0.672823,4.349131,class_4
1.534091,4.479876,0.596074,1.710162,2.993852,6.745214,0.760098,2.278896,class_4
1.253165,2.727118,1.694010,3.189152,0.542208,0.890883,1.849785,5.126334,class_4
2.120647,5.150629,3.454424,6.500871,4.729323,5.220877,3.396639,6.270699,class_4
1.391892,3.638140,0.777409,2.292981,0.867299,5.845679,2.325729,4.501976,class_4
1.814770,4.982373,2.663070,8.519573,0.451754,0.689741,2.586837,7.318883,class_4
0.803840,2.638311,1.240338,5.240263,0.015337,0.122891,0.666076,4.160967,class_4
0.578416,3.196232,1.000000,3.777142,0.131579,0.486901,0.977364,3.235665,class_4
4.784794,8.204621,5.391781,7.683281,7.818681,12.263144,2.521222,4.719102,class_4
2.109489,5.278399,1.301418,2.443242,3.132812,5.232666,2.231612,6.488671,class_4
2.055556,6.992595,1.695761,7.028954,1.741007,5.080415,2.031933,5.609475,class_4
0.953089,3.195584,0.885504,3.157378,0.059585,0.236717,0.086874,0.609964,class_4
5.242667,9.609706,4.147906,6.374061,10.263566,10.892014,4.009074,8.974349,class_4
2.111386,4.632801,1.877660,4.000789,2.747899,7.027220,1.793049,8.286525,class_4
0.701944,2.350437,0.761122,3.218058,0.595376,3.095472,0.680447,2.896464,class_4
1.818182,4.365282,1.263750,5.585847,2.449367,6.556519,1.230769,3.057673,class_4
0.831818,3.465136,0.885047,4.729393,0.044503,0.206209,1.217219,4.471007,class_4
1.129423,4.369248,1.461798,4.793394,0.025281,0.156977,1.460150,2.826085,class_4
1.501174,3.958855,1.447608,5.442502,0.083832,0.287737,1.025349,3.289476,class_4
1.232843,3.364637,1.241903,3.218618,0.224265,0.504829,1.023004,1.986630,class_4
1.303571,3.034639,1.478836,6.223426,0.500000,0.841277,1.233377,2.708147,class_4
0.865096,3.774563,0.684211,2.015013,0.068571,0.274405,0.085549,0.489980,class_4
2.219160,4.580341,2.552910,6.149470,4.503521,7.272608,2.070465,8.062136,class_4
1.306122,3.201004,1.026709,4.628315,0.076667,0.312179,0.782772,3.202333,class_4
1.457213,5.439263,1.472281,4.679240,1.873984,3.183477,1.747004,3.727740,class_4
1.113095,6.805133,1.563636,4.022160,1.085227,3.212831,1.401773,3.371336,class_4
2.961759,8.213131,2.664804,5.598976,4.670507,11.082627,2.676732,5.788021,class_4
1.432961,5.287425,1.289729,4.709216,0.081006,0.301999,1.144197,5.531034,class_4
0.735756,2.473021,0.859756,3.072473,0.128906,0.357651,0.416370,2.414580,class_4
0.781179,3.407802,0.876852,3.621518,0.118705,0.334378,0.478941,2.611504,class_4
1.311623,3.476818,1.329885,3.523374,0.650259,2.401308,1.032510,2.459077,class_4
1.055208,4.185052,1.089602,3.339185,0.036517,0.187572,1.561238,4.954838,class_4
2.072519,3.562039,1.294792,4.022537,3.553797,3.962676,1.627211,4.639941,class_4
1.471922,3.621804,3.020305,7.388398,4.358434,8.991352,1.804261,5.198615,class_4
1.098398,4.796731,1.955000,3.063164,0.901198,4.355374,1.736842,4.406780,class_4
1.247727,6.940985,1.040476,2.728296,1.028455,1.304777,1.484117,8.423552,class_4
4.126984,5.405980,3.378713,8.321816,4.250000,5.191672,2.885714,5.895402,class_4
2.878016,4.214729,3.015625,5.211642,4.955696,6.631193,2.499083,7.458294,class_4
2.697436,5.511130,3.633075,6.369521,3.045775,2.887811,3.437113,6.150238,class_4
2.184810,4.029483,3.006631,4.768231,4.748408,7.315267,1.407725,3.201573,class_4
2.540416,5.513272,2.162933,4.331941,6.196667,6.821876,1.898512,4.633436,class_4
1.621976,4.802054,2.012821,5.595417,1.982500,7.160111,0.637108,1.678640,class_4
2.379534,7.958913,4.178010,8.515446,7.813131,22.179261,3.326134,8.659350,class_4
0.054688,0.787023,0.021106,0.494771,0.000000,0.000000,0.015951,0.549602,class_5
0.057182,0.651500,0.075739,0.751716,0.000179,0.013362,0.012977,0.438052,class_5
0.025768,0.382367,0.047137,0.506326,0.000150,0.012236,0.004864,0.282745,class_5
0.014199,0.193811,0.007479,0.097772,0.000597,0.024427,0.004733,0.075211,class_5
0.013520,0.192023,0.013599,0.144928,0.000584,0.024168,0.001410,0.037529,class_5
0.113415,3.750846,0.339461,6.303882,0.046538,2.788410,0.066756,3.020943,class_5
0.062874,0.712757,0.014668,0.368822,0.002609,0.051009,0.017607,0.523311,class_5
0.120000,3.734906,0.105429,3.555547,0.166142,5.224559,0.092505,3.559245,class_5
0.064482,0.678680,0.027000,0.421036,0.000734,0.027077,0.016930,0.478935,class_5
0.160829,4.910295,0.211717,5.531796,1.221649,16.258775,0.006568,0.220759,class_5
0.658307,5.493158,0.661442,2.868287,0.654639,3.688839,0.106729,3.914845,class_5
0.104275,0.744512,0.035891,0.496638,0.001174,0.034249,0.013114,0.336113,class_5
0.062567,0.350462,0.069006,0.380717,0.065668,0.327779,0.024040,0.209063,class_5
0.290224,7.356937,0.094675,4.129429,1.252577,16.474695,0.013278,0.452246,class_5
0.149480,4.954512,0.125391,4.479151,0.472426,9.772183,0.018627,0.462082,class_5
0.175532,5.142546,0.201818,5.618896,0.232601,6.902309,0.030264,0.543754,class_5
0.353808,8.046250,0.293634,7.254540,0.105442,4.703263,0.013850,0.495712,class_5
0.124454,4.753924,0.029008,2.313515,0.168493,5.942795,0.007870,0.321300,class_5
0.437995,8.270061,0.029363,2.180512,1.257732,16.263474,0.011208,0.447073,class_5
0.148833,2.413669,0.444444,3.745537,1.626168,7.515745,0.180229,1.008572,class_5
0.049327,0.241050,0.002852,0.062154,0.000000,0.000000,0.000258,0.016066,class_5
0.198020,5.380296,0.106608,4.038837,0.198400,6.450724,0.024402,0.600463,class_5
0.239669,6.006803,0.253061,5.935702,0.253579,7.290714,0.029622,0.638154,class_5
0.372038,7.726147,0.089286,3.842253,0.365607,8.666801,0.034932,0.663226,class_5
0.059165,0.384315,0.053492,0.458020,0.003614,0.060012,0.032307,0.234155,class_5
0.397222,6.502891,0.405295,6.486449,1.010638,12.479624,0.185567,1.115310,class_5
0.009649,0.117006,0.041426,0.238853,0.000410,0.020249,0.001977,0.044420,class_5
0.014497,0.461189,0.008022,0.342754,0.000000,0.000000,0.009976,0.422319,class_5
0.143541,0.977483,0.041612,0.588141,0.019298,0.137571,0.023190,0.542498,class_5
0.009122,0.095071,0.035632,0.191472,0.002053,0.045268,0.004955,0.070220,class_5
0.061828,0.719128,0.116892,0.983230,0.002385,0.048776,0.025664,0.583249,class_5
0.022646,0.203822,0.012620,0.126260,0.003529,0.059304,0.001236,0.035130,class_5
0.048377,0.554040,0.025859,0.445830,0.001160,0.034040,0.013861,0.339587,class_5
0.057318,0.558785,0.077666,0.710551,0.000563,0.023731,0.006798,0.342041,class_5
0.012587,0.386787,0.027425,0.526791,0.000597,0.024419,0.009586,0.340887,class_5
0.056865,0.615164,0.024838,0.448695,0.001494,0.038619,0.016510,0.470619,class_5
0.035874,0.352525,0.016249,0.219537,0.000359,0.018942,0.002982,0.054524,class_5
0.116841,0.815998,0.020613,0.353169,0.000629,0.025078,0.014349,0.441059,class_5
0.085345,0.847181,0.104962,0.791045,0.000547,0.023383,0.044483,0.577861,class_5
0.047807,0.551578,0.016008,0.388546,0.000904,0.035573,0.009439,0.379524,class_5
0.024288,0.422254,0.008961,0.128693,0.001466,0.038264,0.004934,0.100204,class_5
0.066184,0.688741,0.044193,0.564057,0.000000,0.000000,0.024311,0.518272,class_5
0.011004,0.145194,0.250497,0.977315,0.001066,0.032634,0.001942,0.044028,class_5
0.027322,0.458854,0.014342,0.429261,0.000695,0.026361,0.008718,0.342707,class_5
0.137976,0.824647,0.124424,0.888069,0.009534,0.097175,0.036530,0.696630,class_5
0.029229,0.195767,0.010982,0.118707,0.002083,0.045596,0.003336,0.070661,class_5
0.026707,0.472367,0.034705,0.475143,0.000000,0.000000,0.009075,0.390210,class_5
0.049618,0.710754,0.011392,0.341695,0.001559,0.039451,0.016453,0.518139,class_5
0.033449,0.323174,0.002757,0.066790,0.000000,0.000000,0.000404,0.020095,class_5
0.043794,0.384739,0.022575,0.238416,0.000571,0.023891,0.015316,0.241819,class_5
0.020453,0.195694,0.081340,0.395048,0.010482,0.101845,0.004290,0.065357,class_5
0.030445,0.250780,0.060134,0.334958,0.001744,0.041721,0.004289,0.065350,class_5
0.018544,0.248112,0.071429,0.460360,0.000000,0.000000,0.001785,0.042207,class_5
0.002073,0.045483,0.042232,0.241967,0.001571,0.039609,0.014672,0.126495,class_5
0.042940,0.275737,0.060201,0.392941,0.003472,0.058823,0.001773,0.042067,class_5
0.033096,0.329953,0.032746,0.321001,0.000995,0.031534,0.000348,0.018660,class_5
0.045597,0.407627,0.012333,0.203196,0.283333,0.991492,0.033712,0.352568,class_5
0.013434,0.143045,0.040434,0.249935,0.003825,0.061726,0.004528,0.067138,class_5
0.062247,0.514868,0.136250,0.864688,0.000000,0.000000,0.000621,0.024911,class_5
0.059876,0.496229,0.025373,0.306675,0.000000,0.000000,0.000000,0.000000,class_5
0.034211,0.202324,0.003258,0.075854,0.003053,0.055173,0.002384,0.048766,class_5
0.040058,0.340127,0.023599,0.302872,0.002334,0.048252,0.018858,0.288749,class_5
0.141459,0.675254,0.011093,0.206609,0.000186,0.013620,0.001060,0.032536,class_5
0.029026,0.322804,0.051963,0.431615,0.000547,0.030185,0.001274,0.035669,class_5
0.108374,0.593959,0.068345,0.400994,0.000447,0.021129,0.022167,0.271074,class_5
0.023551,0.193620,0.005428,0.073476,0.003458,0.058701,0.015193,0.157117,class_5
0.033724,0.362376,0.018495,0.222489,0.002155,0.046374,0.002623,0.051145,class_5
0.095174,0.490175,0.016164,0.199827,0.028602,0.287869,0.060317,0.401007,class_5
0.086408,0.488021,0.031740,0.288514,0.001440,0.043798,0.001576,0.045814,class_5
0.005098,0.074139,0.005760,0.078548,0.004315,0.065549,0.002393,0.048856,class_5
0.037468,0.317275,0.013237,0.264499,0.001141,0.045305,0.004585,0.067556,class_5
0.061069,0.579625,0.047493,0.494825,0.000724,0.026898,0.012471,0.432925,class_5
0.046529,1.229280,0.008608,0.092378,0.011948,0.685482,0.019225,0.324838,class_5
0.104839,0.920398,0.073302,0.803912,0.028269,0.575636,0.069502,0.831921,class_5
0.002783,0.052680,0.006654,0.121772,0.000000,0.000000,0.001237,0.035154,class_5
0.223926,6.264652,0.131997,4.676069,0.366667,8.872264,0.008519,0.091903,class_5
0.025386,0.240529,0.009420,0.131392,0.000000,0.000000,0.000000,0.000000,class_5
0.007104,0.083986,0.016636,0.127903,0.003046,0.055104,0.001629,0.040329,class_5
0.196573,0.822239,0.046374,0.449642,0.119444,0.634350,0.097725,0.527798,class_5
0.071429,0.698478,0.034727,0.351976,0.005095,0.071195,0.002775,0.052607,class_5
0.010286,0.143766,0.006702,0.106031,0.000547,0.023391,0.002184,0.046682,class_5
0.030562,0.216202,0.004876,0.082482,0.000143,0.011962,0.000622,0.024942,class_5
0.058879,0.413884,0.069959,0.461750,0.002864,0.053437,0.003405,0.058255,class_5
0.013461,0.146730,0.050514,0.274517,0.002637,0.060704,0.005750,0.092223,class_5
0.018767,0.183930,0.006300,0.114132,0.002865,0.053452,0.001073,0.032741,class_5
0.051896,0.381676,0.056362,0.404569,0.004644,0.067988,0.017471,0.188137,class_5
0.040971,0.236610,0.011886,0.155614,0.000000,0.000000,0.000497,0.022297,class_5
0.031513,0.220742,0.030747,0.224275,0.000405,0.020113,0.001651,0.040594,class_5
0.010934,0.114797,0.043970,0.268677,0.000000,0.000000,0.000495,0.022246,class_5
0.011068,0.157419,0.007660,0.115810,0.000753,0.027424,0.002114,0.055221,class_5
0.037359,0.296925,0.037728,0.337853,0.000620,0.024884,0.000742,0.032216,class_5
0.019355,0.178559,0.007553,0.126711,0.000331,0.018194,0.000884,0.029722,class_5
0.043719,0.296713,0.043883,0.399554,0.001704,0.041239,0.003766,0.061256,class_5
0.076471,0.396103,0.037176,0.272440,0.004167,0.074419,0.003980,0.062964,class_5
0.023655,0.258253,0.015709,0.198032,0.000398,0.019940,0.002164,0.046467,class_5
0.029727,0.284075,0.044877,0.333423,0.000579,0.024047,0.006301,0.146090,class_5
0.028416,0.497676,0.021642,0.427966,0.000000,0.000000,0.006714,0.339608,class_5
0.135577,0.745424,0.107264,0.896397,0.000000,0.000000,0.014863,0.522683,class_5
0.025229,0.527444,0.008962,0.315934,0.000000,0.000000,0.011438,0.375854,class_5
0.009252,0.127107,0.008827,0.111948,0.001704,0.041246,0.003109,0.059055,class_5
1.856132,6.471677,1.256757,2.775670,3.338542,9.511231,3.330254,6.812530,class_6
3.383166,5.052754,3.249337,5.494526,1.652778,4.950757,4.979487,6.428802,class_6
1.671605,3.956967,1.223921,3.347828,0.061475,0.256696,1.655446,7.569356,class_6
2.710127,3.858349,2.797872,3.501762,2.150754,3.275827,2.158559,3.144005,class_6
1.941327,3.498415,3.020101,3.977588,1.347222,4.474702,4.244552,6.061089,class_6
1.188841,3.232208,0.600167,2.517299,0.007092,0.083916,0.370345,2.406606,class_6
1.587533,2.770325,2.053867,3.775996,1.900000,4.299225,1.915044,3.698343,class_6
1.132752,3.144580,1.457516,3.995892,0.029197,0.188796,0.284249,1.411546,class_6
1.691076,4.256989,1.658000,4.647907,0.103352,0.339141,0.773393,2.748670,class_6
2.231207,4.015639,2.192695,3.256754,3.667763,3.477108,1.129952,2.683915,class_6
2.288952,3.487950,3.279891,4.385367,1.820423,3.127480,1.877250,2.502305,class_6
1.388771,3.561553,1.283619,3.057357,0.057778,0.233323,1.362860,4.122281,class_6
4.712857,5.991337,5.616809,7.351563,5.637405,9.113900,5.357522,7.252193,class_6
2.071765,4.407563,2.415778,5.438143,2.447977,2.936497,2.167852,4.159719,class_6
2.344928,3.059769,2.227513,3.585846,2.279851,2.199059,1.590051,2.475618,class_6
2.859948,4.109435,3.149573,3.788815,3.866197,9.316976,3.385643,3.795683,class_6
2.448138,5.706936,2.638268,4.823608,3.281095,7.038493,2.677996,6.066424,class_6
1.560914,4.062343,2.172652,5.482445,1.151007,4.388899,1.574522,4.317922,class_6
3.758333,4.986085,4.006887,5.083459,3.542017,4.067229,3.578378,3.666095,class_6
2.680739,4.192080,2.546196,3.626673,2.408397,3.178711,2.444604,3.700208,class_6
2.544199,3.240282,2.420330,3.596278,1.963333,2.083744,2.196172,2.996774,class_6
1.500000,2.852531,2.041769,4.396305,0.729008,2.996028,2.081942,4.162039,class_6
0.992343,2.359680,0.780395,2.129103,0.555851,1.916354,0.660889,1.776384,class_6
1.180473,3.560408,0.861842,3.215760,0.082902,0.293924,0.241706,0.897265,class_6
1.887952,4.566586,2.225000,3.718451,0.893064,3.166408,3.559441,5.832897,class_6
2.015738,3.976139,1.889671,4.711093,0.503356,1.626641,1.737485,2.837168,class_6
3.314961,7.027917,2.331197,4.911321,4.011811,8.382341,3.525054,6.539716,class_6
1.321495,3.382391,1.939850,4.577256,1.086207,2.792341,1.391635,2.560791,class_6
2.563802,3.550028,2.962428,3.673256,2.548951,3.273551,2.110754,3.409777,class_6
1.633867,3.329852,1.944584,3.973077,0.866460,2.263166,1.435897,2.792207,class_6
1.185355,2.711526,1.015432,2.535908,0.121429,0.347807,0.694130,2.444472,class_6
3.311671,3.486191,3.591168,3.786628,3.475862,4.425760,3.382400,3.771388,class_6
1.441926,2.689851,1.204261,3.712356,0.104895,0.306418,1.662831,4.258371,class_6
1.632797,3.755743,2.325521,4.137390,0.068862,0.275856,2.009980,4.079291,class_6
2.695418,3.965343,2.405512,3.503223,3.029412,2.891268,1.702746,2.272724,class_6
1.501202,2.799382,1.472441,3.004354,0.237903,0.453320,1.198520,2.228898,class_6
1.166227,2.716862,1.335121,3.817242,0.110497,0.322199,0.469833,0.840289,class_6
1.798013,3.673789,1.943567,3.500593,0.643979,1.760222,1.634640,2.884943,class_6
2.750685,5.415430,3.617568,5.608484,5.288889,8.205682,3.089431,5.793195,class_6
1.525696,3.100888,1.771186,3.611214,1.254237,2.920374,1.591837,3.324113,class_6
2.055684,5.434628,1.685665,5.277906,0.048387,0.214583,0.783851,2.330567,class_6
2.379710,2.820863,2.437690,3.333068,1.612903,1.624955,2.071778,2.236010,class_6
2.289538,4.929317,2.841892,4.139216,1.613333,5.342018,3.279809,5.765524,class_6
3.277937,3.969815,3.149333,3.760013,2.667969,2.486508,2.716150,3.081442,class_6
1.602632,3.056485,1.801609,3.154349,0.507194,1.433773,1.447244,2.306780,class_6
2.410326,3.798255,2.153846,4.340852,1.906780,2.963013,2.977543,5.357080,class_6
2.685484,3.443945,2.407068,3.948358,2.484756,3.246914,2.138846,3.473690,class_6
1.700820,4.464413,1.358427,3.093789,0.305085,1.327726,1.322325,4.398473,class_6
0.835484,1.887659,0.697286,1.727287,0.115385,0.336244,0.511350,1.702883,class_6
2.520725,5.372482,2.563472,3.311131,2.634058,2.867888,2.729313,5.421731,class_6
1.105747,4.486797,1.102073,2.708150,0.071678,0.738621,0.801052,2.282394,class_6
2.536212,5.634721,2.431579,4.062091,2.706161,4.834112,1.998473,3.719353,class_6
1.825714,6.141902,1.854331,6.583088,0.067500,0.270081,0.394958,1.587160,class_6
1.052058,3.461788,1.002151,2.930007,0.259740,0.467172,1.308057,3.915160,class_6
1.667064,3.164185,2.418159,5.992137,1.000000,2.648737,1.732348,2.681620,class_6
1.522782,2.936185,2.400491,4.434819,0.192708,0.499321,2.853012,5.463578,class_6
2.096019,6.108516,1.766385,6.070357,0.102151,0.367051,0.465498,2.267723,class_6
2.901662,4.688942,2.827078,5.289817,3.291339,4.219584,2.783821,7.163706,class_6
3.081989,4.019776,3.556011,5.086775,2.958824,4.273524,2.576728,2.999370,class_6
2.145604,3.957287,1.533937,3.920878,0.146341,0.364768,1.335090,4.554950,class_6
1.988750,3.736459,3.243767,4.120938,3.047945,6.073558,2.995646,4.821485,class_6
0.886768,2.249377,0.824885,2.081126,0.184659,0.461584,0.332910,1.416358,class_6
1.884409,2.607902,1.848214,2.920489,3.435484,4.536664,1.989983,2.080171,class_6
5.313202,7.411761,5.810298,8.443455,7.531690,9.874693,6.534454,9.327113,class_6
1.397647,3.964489,2.395442,5.603564,0.549550,2.971300,1.876560,4.153106,class_6
1.261364,3.250271,1.040921,3.274854,0.095420,0.330478,0.138462,1.374665,class_6
2.466759,4.121712,2.581159,4.099126,1.464052,2.776009,1.801358,2.951722,class_6
2.728900,3.582518,2.959945,3.923269,1.866000,2.884449,2.320965,3.414330,class_6
2.245787,4.421917,2.306452,3.959278,1.979167,2.908963,1.497427,1.726469,class_6
2.089974,2.879701,3.063380,5.282465,1.564516,2.260252,1.930860,2.780978,class_6
0.911990,2.331278,1.261050,2.736004,0.078512,0.268976,0.533070,2.022612,class_6
2.704663,3.593796,1.939655,3.178213,1.447183,1.633936,1.965463,2.965326,class_6
3.827348,4.521193,3.525070,3.964510,3.817647,4.276026,2.713344,3.485466,class_6
2.375581,6.892335,2.456422,6.747778,0.270000,2.214445,0.951894,3.057742,class_6
2.383333,3.903026,2.333333,3.721808,2.042169,2.639716,2.058615,2.959485,class_6
3.023499,5.860606,2.930233,3.882850,3.007282,7.209584,3.996303,4.108058,class_6
2.520305,3.267024,2.704611,3.867109,1.947853,2.435747,2.318865,2.718912,class_6
2.311456,4.839391,1.762972,3.513008,1.551181,3.639695,1.590286,3.355300,class_6
1.554585,6.091395,2.582210,6.649736,0.912500,5.157382,1.788282,6.737946,class_6
0.480415,1.654719,0.475298,2.156718,0.121212,0.348814,0.361936,1.377137,class_6
1.712919,3.962006,4.699717,6.183953,0.515517,3.438339,1.957447,3.917281,class_6
4.237838,6.269202,4.244382,7.720857,7.204861,8.813049,3.620741,7.055852,class_6
1.795181,3.878141,1.247487,3.158749,0.415584,0.641643,1.162717,4.151979,class_6
3.949315,6.334416,4.081159,6.517697,8.717241,10.190397,4.085950,7.191309,class_6
0.929961,2.875321,0.840000,2.676017,0.128205,0.411656,0.590106,2.055576,class_6
1.064815,2.851055,1.097938,5.132090,0.307143,1.164330,0.345572,0.610754,class_6
1.011222,3.876668,0.585009,2.503671,0.176923,0.401255,0.242718,1.163788,class_6
2.810026,4.260428,2.391008,3.551256,4.867742,6.412080,2.280193,3.405794,class_6
3.043307,3.968308,2.659091,5.124887,4.735294,7.848506,2.761379,4.154552,class_6
1.009595,3.494271,1.007642,2.908155,0.071038,0.267313,0.323179,1.545403,class_6
0.910377,2.896238,1.062827,2.683327,0.071429,0.302203,0.401631,1.660158,class_6
1.322917,3.067368,0.875000,2.482469,0.471264,0.631347,0.565217,1.130836,class_6
